"V1","V2","V3"
-3.65252793230956,-6.91281865552294,1
3.64954520423034,4.69343127003103,1
0.611923473231332,6.18312032669256,1
6.42280371573759,-9.84141301655421,1
-1.840161795387,-1.12697815911742,1
2.55762522705187,4.55578544825677,1
-0.941595517472434,-3.19249418387981,1
-6.70541530698609,-5.4139634137513,1
5.72269805214446,-2.59604328781179,1
-0.459912233029359,1.23328640218649,1
0.0664556387935192,9.38928458117381,1
-0.84173674032656,3.26979067556871,1
-3.41091552283484,1.55603389367301,1
-4.69011273707453,-2.27637860248137,1
-3.12725023826231,5.55162001613245,1
-1.29856755779491,-7.42872277867307,1
-0.739581716138007,-2.18317732699296,1
-4.49991956496228,8.98776258211929,1
-7.30880743345391,3.46005947903161,1
0.599425593700443,-7.34327851275565,1
3.8751833106512,-2.96712622864097,1
-0.690841877174515,-0.226024649108336,1
9.73667187231111,-5.03646247680178,1
-0.354180828911781,-8.99713533675737,1
4.59482568441423,-1.07341775698427,1
-2.96328523540499,-1.00432123651958,1
-5.52672847232044,1.73713170533278,1
-1.82500880073033,1.52983654533385,1
-6.85234544069009,4.81445325904547,1
8.64921166230311,-5.70778469081777,1
4.08761901404216,-2.69355415470108,1
3.87203441122813,-0.479352679890293,1
-1.98631245415998,4.11395418200173,1
0.227916532719742,-1.3538255888839,1
8.22049223934634,2.22486860845875,1
-1.92144809299658,4.55657825752149,1
7.43799021466981,2.6257724797463,1
7.55579627020578,-2.94890375740773,1
2.30902593574681,5.60573741810972,1
6.73273175951379,-3.01630203302856,1
-6.67386675174647,-3.24016922065231,1
-0.923253048849028,-2.59736261727365,1
-8.60315338883742,4.53298735233051,1
3.28844705482204,-0.697296396059543,1
4.14835344526975,-2.37251671967328,1
12.1418811146666,0.662933776569965,1
1.96779942330522,0.896090577826443,1
1.01909911287098,7.53807779758039,1
-3.7665879103715,-0.540260458454148,1
-1.13870907639918,-0.747781119361888,1
4.7312418654312,-3.3043803974978,1
4.08439514597838,-7.49214219476166,1
-4.62989197320249,-4.96296663942424,1
3.59252959845044,-5.88865546682798,1
3.36719074842632,-2.23781358582139,1
1.77132719799792,5.71608433426731,1
-4.99760955910286,-5.18689921053236,1
-0.467000894239115,9.31554337736328,1
1.1409563608812,7.12437607285682,1
-0.501396532788569,6.40946721374964,1
-1.134198928231,-3.99833894560534,1
-8.08837361790514,0.811572549116365,1
10.0704534432852,2.9457221743061,1
-10.2205459630496,-1.89610276108963,1
1.60440968395715,7.09733508224112,1
-5.62511778791487,2.29359412763913,1
3.31219202482462,1.28829373751032,1
1.43968404904802,0.264613112365327,1
-8.37550992518631,9.67362672475008,1
-1.04709711403354,-3.07483146544835,1
-2.34957819285586,-2.86917003482568,1
1.18666750848207,4.53029921258696,1
-8.68448364683083,5.07340095728987,1
-1.09441131869793,-10.5101588883525,1
0.203845947864557,6.60783582607558,1
