"V1","V2","V3","V4","V5"
0.762550372532519,0.843568253816522,0.836820565339059,0.904889114103457,1
0.76033710064702,0.961475748660997,0.760660559924216,0.757852720840427,1
0.764597033723291,0.796654359411805,0.756288880639514,0.85031272915615,1
0.692829511087942,0.722283077377596,0.703193727264688,0.702109165037823,1
0.848631348421981,0.886956914677709,0.85948170256537,0.702199352036264,1
0.725236200974954,0.762994572543969,0.765409310467901,0.732717767155117,1
0.864230867625203,0.740689126372481,0.813946074140766,0.779192238169421,1
0.801125490027556,0.74900057396717,0.837984140441632,0.845447177417281,1
0.846020058037897,0.982940511452694,0.56922091342423,0.914296801723856,1
0.77675279865754,0.729470807454322,0.731843495558176,0.903353459276401,1
0.931191383737126,0.887458217702992,0.683890576146044,0.809411569215128,1
0.867732487621741,1.00381363589343,0.785943982149975,0.908684030068745,1
0.904622822710857,0.837664695143432,0.725003200888736,0.691176966548545,1
0.883019719772427,0.718432093161634,0.620550078106941,0.714241097445265,1
0.872877827747323,0.859586596345753,0.804867043000382,0.74834802262695,1
0.629236772304803,0.773699784332624,0.774590536561331,0.785269484617476,1
0.665135212587437,0.697814971889708,0.802379276393178,0.753724317816354,1
0.760894595282648,0.856791164000387,0.758761691100898,0.758755875771887,1
0.814732283192686,0.644361651453983,0.840451147762712,0.930242661206599,1
0.674996506467449,0.840223515177888,0.770831523815392,0.907515175432356,1
0.761917852166049,0.699948790005117,0.921369531465113,0.894574292583251,1
0.779018049753827,0.683679718291479,0.748809352809118,0.841103318620252,1
0.67053118696985,0.920884836206552,0.98853806563006,0.790777145596768,1
0.876355325854435,0.730509207500212,0.912731973870402,0.79438080284444,1
0.712977397616549,0.837710135200477,0.824385095668414,0.81858450408249,1
0.823891461818775,0.862178647940938,0.848169916099148,0.729237518707568,1
0.878064241230768,0.749591632199021,0.818786723846814,0.86641160081436,1
0.836709452804804,0.807149178752545,0.710095492635635,0.93760354572747,1
0.717371169548372,0.822087524430814,0.814493777613036,0.779787995201239,1
0.895944692296028,0.780101906748594,0.591827965326204,0.689447873838579,1
0.882658797979272,0.853839974689681,0.786755216943948,0.947640964374135,1
0.696268755411435,0.819776804930944,0.736681044189779,0.845650962763137,1
0.743581369967143,0.65179257170282,0.74415633818747,0.835747640932269,1
0.814327679841181,0.903408810515269,0.762528382927442,0.913898343537565,1
0.822741379739329,0.858798579665664,0.599960280436622,0.696113224465266,1
0.84782742214084,0.870900619383355,1.04987314965381,1.02595419258358,1
0.824504290902853,0.76116984254155,0.686966896713299,0.733447520215961,1
0.8632399557981,0.768810628650799,0.63695761073754,0.773437242065419,1
0.845246052080944,0.78754983016565,0.79419246036405,0.80686687424952,1
0.789805561554737,0.803285029268863,0.801087291799399,0.83579715076132,1
0.762343338654408,0.835869623250403,0.913481712198018,0.806414510147785,1
0.678781476379331,0.820025208339027,0.860588970004833,0.748746637316502,1
0.754545369875951,0.660235797015471,0.621683911370479,0.728368071602994,1
0.782972202196181,0.747594780647985,0.735653955082685,0.606022088087752,1
0.894461979765169,0.877510013788832,0.578288997140927,0.705690744064862,1
0.591830595341305,0.933948272997504,0.773037889832539,0.786761135169785,1
0.732149902606337,0.734723212474181,0.787073602047101,0.835564582928317,1
0.745018988703678,0.944862436945291,0.948313409822693,0.781887426818491,1
0.922943454274084,0.841097546471555,0.756848002322416,0.848892225556434,1
0.771947951913324,0.680514417406203,0.81059299874276,0.634492911721586,1
0.719174028024065,0.905418468510058,0.922563393763554,0.722014984217657,1
0.73526412950952,0.673481979107658,0.972009631035432,0.885099074713396,1
0.753244454700452,0.752825340230693,0.901047502703825,0.903108524813858,1
0.861869538888482,0.841468071711303,0.746428810787006,0.94585304765166,1
0.753536895757731,0.699661452655234,0.708754384347597,0.711845462124054,1
0.539278059272278,0.93066895140027,1.01127846333439,0.7468058862761,1
0.639815975855348,0.865611067208628,0.908819972149213,0.657150275891467,1
0.760884557269372,0.788356708581898,0.720513665103418,0.785958650414189,1
1.14465575090252,0.896348007099783,0.606719472083372,0.865425559039438,1
0.749866214671171,0.786271763261597,0.772550710270302,0.828919067049004,1
0.807733223501369,0.745755844724157,0.846502042021217,0.706002420105774,1
0.917294821789697,0.95530679759695,0.762855982342563,0.704434724219192,1
1.00062954640915,0.708520478809611,0.570886135897285,0.662845878202162,1
0.813570851521708,0.693476597508947,0.842769813206426,0.860413110561818,1
0.973855343010242,0.841000518791258,0.852208625103144,0.562903409971365,1
0.855458347664272,0.724396383316237,0.839283052959579,0.915541006988395,1
0.740149591607723,0.898184553999702,0.820620669934993,0.831423676629837,1
0.809033411496445,0.743907094668672,0.805030057093531,0.872587143666158,1
0.780130861771902,0.861413455063531,0.994264492571425,0.595253421851122,1
0.766646265670102,0.743693586227127,0.889004922462535,0.857038145904343,1
0.97778167931745,0.76205343938719,0.770484934402965,1.0072392953364,1
0.819464807171985,0.930520691660442,0.644201827997853,0.781414958860511,1
0.784603607144234,0.726091420208278,0.818636391365593,0.695827303814698,1
0.864965011508588,0.695858988091591,0.571856643561373,0.867270774160204,1
0.766286209410223,0.676743541286093,0.755676657955854,0.878658202511716,1
0.853113989303863,0.829917706734211,0.583808280757214,0.710852012319519,1
0.693237419469788,0.863840862793197,0.665399860139823,0.867324975307683,1
0.783749858773674,1.02072188679767,0.739195040550381,0.752253941080972,1
0.782835972741843,0.826345260652285,0.792688369429527,0.623435499798587,1
0.781259587178369,0.769099071200217,0.926141085587109,0.671959270176591,1
0.760626242042147,0.751725300284179,0.818734335655879,0.797352433207333,1
0.627691458261697,0.873540919426257,0.839417871129766,0.831931997749097,1
0.848917854467297,0.787925245459196,0.812055721981103,0.618180195526075,1
0.725611093582072,0.707336148777883,0.816269553046004,0.834770061345358,1
0.914628027732566,0.723633734262127,0.787731342262918,0.824364026920211,1
0.645223884638799,0.912396724970017,0.703446527721865,0.873021189440102,1
0.59148805904921,0.709372656370619,0.651648949740446,0.815900690963784,1
0.892711252012531,0.80479427283199,0.839234290358963,0.858752648903891,1
0.9319380201416,0.807014015177361,0.687628122430423,0.607048960003294,1
0.729803731246723,0.823796240376244,0.946834203372992,0.727076342199262,1
0.962886218648509,0.945246469423895,0.643985056905211,0.849006605388758,1
0.865069956106678,0.789124938397687,0.92164882683445,0.926414682236979,1
0.82991114906648,0.726891618163175,0.799394570313232,0.775211403049159,1
0.938942583663976,0.886299021770589,0.702950605291314,0.888357952564919,1
0.977556222574929,0.813232115217297,1.05772975952549,0.735219765843674,1
0.704309058806045,0.978984542159874,0.800943419061889,0.628955620704609,1
0.919358366661399,0.924259445646664,0.682934758100984,0.902234111012671,1
0.785989133915724,0.923761544638764,0.974043276355524,0.886609505618891,1
0.700411501552946,0.767523450440511,0.863920290415378,0.6544357052331,1
0.761573267212314,0.721459804828296,1.0441900720278,0.687180844894662,1
0.257906315128506,0.262390682732773,0.356717385740591,0.296820216899075,2
0.399549629035963,0.390986182787511,0.263081141049955,0.380818115759937,2
0.310523364210459,0.485486496337998,0.31043410213276,0.387843033873604,2
0.137041665127673,0.273209778293651,0.155917860960935,0.295068178226965,2
0.180586807885524,0.242361990884433,0.263225278919855,0.235242369946225,2
0.397835414602531,0.217354967692552,0.323293773406564,0.300720263514242,2
0.240621985367735,0.180033423511446,0.196957721120814,0.375071888437901,2
0.325009454018084,0.438050724357083,0.276369893490134,0.202417584042598,2
0.483542895780234,0.269902214467422,0.300134254919884,0.320421866636719,2
0.378489765697833,0.360466446070979,0.39656678329999,0.181538442499258,2
0.327469492948579,0.424434973336427,0.304909373949496,0.289172478520032,2
0.296550553085858,0.325764809351349,0.243445024324617,0.429692609867344,2
0.431113246894915,0.232345499424792,0.39136056009389,0.179280255654204,2
0.316730031241811,0.173677940714669,0.189282619735599,0.361709698703086,2
0.328813307125296,0.36474575840963,0.247177681847595,0.350967838311325,2
0.333608578349753,0.215628678672046,0.0986499907417623,0.419347692105081,2
0.168607457652217,0.2498774345697,0.245772782790962,0.321919105136932,2
0.363160934253341,0.364623581983025,0.335897965121971,0.334986490091569,2
0.272933071771767,0.459393921808675,0.363376827021914,0.410602572649077,2
0.167625023380924,0.503429173027341,0.353474596006819,0.40098499624085,2
0.218758665086579,0.255638971596566,0.219032558160737,0.366990373262849,2
0.242215468776407,0.117371011790889,0.342884166135507,0.194736034906633,2
0.359103757629425,0.206199809905924,0.264700771126183,0.163603353556304,2
0.39619299863442,0.172356841149369,0.34645670525148,0.232413311065114,2
0.518263695903545,0.261991155293571,0.231797336903735,0.274180707994292,2
0.305456112786051,0.1540903125242,0.288834558256415,0.405321052975879,2
0.388347621825921,0.364417934292043,0.280968834533771,0.284937996568405,2
0.269306080792268,0.218898247755139,0.331915357464561,0.164927356276194,2
0.253423000309221,0.295154353692847,0.523283893772713,0.322377797114983,2
0.24809567016968,0.274547602270939,0.28547254193768,0.383423692635466,2
0.298731257914751,0.304416331326309,0.293730204120813,0.400150073200239,2
0.321079683533935,0.317922151210133,0.263685763797459,0.365813886481762,2
0.320922334017882,0.323357238442289,0.488694849652788,0.392693288568438,2
0.233679044285315,0.192396372438369,0.235966443357891,0.369488527993558,2
0.212219099278956,0.293624567502382,0.391822188320438,0.227932117218923,2
0.215231232021995,0.501492400888757,0.539930143414377,0.310734088729553,2
0.269726957259505,0.28986621779869,0.332495314336308,0.350654912907431,2
0.245138603935524,0.211142377918031,0.258496593082169,0.172159795635498,2
0.204369912153719,0.30729458352079,0.279013112787003,0.306127133288274,2
0.319628754596187,0.251438205793451,0.463693643601758,0.323755605301029,2
0.452856791988923,0.273252556058391,0.410639604971777,0.240816687647065,2
0.423394053893471,0.473072173297935,0.223520096655245,0.376742197344291,2
